title,manufacturer,source,source_id,country_code,barcode,composition,description
IDUN dviguba kempinėlė 2in1 Nr. 8049 (makiažo bazės padengimui ir riebumo nuėmimui per dieną),IDUN Minerals,GIN,32033,LT,,,
"SUPERFOODS SCUCO 100% Citrinžolė, 250 g. (2vnt.)",SUPERFOODS,GIN,34378,LT,,,
"SUPERFOODS SCUCO 100% Kinrožė, 250 g. (2vnt.)",SUPERFOODS,GIN,34380,LT,,,
"SUPERFOODS SCUCO 100% Šilkmedžio lapai, 100 g. (2vnt.)",SUPERFOODS,GIN,34385,LT,,,
"SUPERFOODS SCUCO 100% Msm , 250 g. (2vnt.)",SUPERFOODS,GIN,34384,LT,,,
"YOPE natūralus drėkinantis skystas muilas, ""Figų medis"", 500ml.",yope,GIN,34920,LT,,,
K-MOM drėgnos servetėlės su makadamijų sėklų aliejumi Begemotas su dangteliu (70 vnt.),K-MOM,GIN,35371,LT,,,
K-MOM drėgnos servetėlės su migdolų aliejumi Ruonis su dangteliu (70 vnt.),K-MOM,GIN,35383,LT,,,
"YOPE Natūralus šampūnas ""Šviežia žolė"", 300ml.",yope,GIN,38867,LT,,,
"SOOL, Plataus Spektro CBD Aliejus 1000 mg, 10 ml",SOOL,GIN,38677,LT,,,
"SOOL, Plataus Spektro CBD Aliejus 500 mg, 10 ml",SOOL,GIN,38676,LT,,,
"SOOL, Plataus Spektro CBD Purškiklis 1000 mg, 30 ml",SOOL,GIN,38680,LT,,,
"SOOL, Plataus Spektro CBD Aliejus 1500 mg, 10 ml",SOOL,GIN,38678,LT,,,
"YOPE Natūralus kondicionierius ""Rytietiškas sodas"", 170ml.",yope,GIN,38872,LT,,,
"SOOL, Plataus Spektro CBD Aliejus 3000 mg, 30ml",SOOL,GIN,38679,LT,,,
"YOPE natūralus drėkinantis skystas muilas ""Verbena"", 500ml.",yope,GIN,34308,LT,,,
"YOPE Natūralus šampūnas ""Rytietiškas sodas"", 300ml.",yope,GIN,38869,LT,,,
"YOPE natūralus drėkinantis skystas muilas ""Figų medis"", 250ml.",yope,GIN,39395,LT,,,
"YOPE Plaukų kaukė, Rytietiškas sodas, 300ml.",yope,GIN,35211,LT,,,
"YOPE Plaukų kaukė sausiems plaukams su avižų pienu, 300ml.",yope,GIN,35212,LT,,,
ANTIOKSIDANTINIS BALANSUOJANTIS DRĖKINANTIS KREMAS 50ml,Casmara,GIN,34417,LT,,,
"NASARA kineziologinis teipas, rožinės spalvos, 7,5 cm x 5 m, 1 vnt.",NASARA,GIN,33013,LT,,,
"NASARA kineziologinis teipas, raudonos spalvos, 7,5 cm x 5 m, 1 vnt.",NASARA,GIN,33012,LT,,,
"""BIO Innovation"" Ekologiškas Rutulinis dezodorantas, 50ml",BIO Innovation,GIN,38136,LT,,,
"IDUN Minerals kompaktinė pudra matinė Ljuvlig Nr. 1531, 3,5 g",IDUN Minerals,GIN,31868,LT,,,
"Cosmepick kūno kremas su japonine kamelija SPA Relax, 150 ml",Cosmepick,GIN,33122,LT,,,
"Cosmepick kūno kremas su žaliąja kava, Perfect body, 150 ml",Cosmepick,GIN,33126,LT,,,
"Cosmepick kūno sviestas su lazdynų riešutais Perfect Body, 200 ml",Cosmepick,GIN,33129,LT,,,
"IDUN Minerals nagų lakas Almandin Nr. 3516, 11 ml",IDUN Minerals,GIN,32010,LT,,,
"IDUN Minerals nagų lakas Sjärnsafir Nr. 3530, 11 ml",IDUN Minerals,GIN,32013,LT,,,
"YOPE natūralus drėkinantis skystas muilas ""VERBENA"", 250ml.",yope,GIN,39396,LT,,,
Sebamed balzamas suskilusiems kulnams 75ml,Sebamed,GIN,30983,LT,,,
"NASARA kineziologinis teipas, juodos spalvos, 7,5 cm x 5 m, 1 vnt.",NASARA,GIN,34901,LT,,,
"FLOCARE G-TUBE, gastrostominis zondas, CH14, 16 cm",FLOCARE G-TUBE,GIN,23338,LT,,,
"Gintarinė vaistinė, medinė vaistinėlė",Gintarinė vaistinė,GIN,27336,LT,,,
"Itin švelnus valomasis gelis su ekologiška medetka, 475 ml",Tidoo,GIN,35085,LT,,,
"EQUA gertuvė METALLIC SILVER, stiklinė, 1 vnt.",EQUA,GIN,20477,LT,,,
"ROYAL GREEN BIO Discover Collection arbata 1.7/1,8g N16 (8 rūšių)",ROYAL GREEN,GIN,31959,LT,,,
"TOPNATUR Low Carb kokosinis batonėlis, be cukraus ir glitimo, 3x40g",Topnatur Low Carb,GIN,36784,LT,,,
"TOPNATUR Low Carb kokosinis batonėlis su kakava, be cukraus ir glitimo, 3x40g",Topnatur Low Carb,GIN,36785,LT,,,
"TOPNATUR Low Carb riešutinė košė su pistacijomis, be cukraus ir glitimo, 60g",Topnatur Low Carb,GIN,36790,LT,,,
"TOPNATUR Low Carb pyrago, keksiukų, biskvito kepimo mišinys, be cukraus ir glitimo, 250g",Topnatur Low Carb,GIN,36793,LT,,,
Natūralus valomasis tepalas (linimentas),Tidoo,GIN,35555,LT,,,
"LAYENBERGER baltyminis batonėlis, trigubas skonis: šokoladas, kava, žemės riešutai, be cukraus, 3x45g",Layenberger,GIN,39173,LT,,,
"LAYENBERGER baltyminis batonėlis, trigubas skonis: druska, karamelė, žemės riešutai, be cukraus, 3x45g",Layenberger,GIN,39174,LT,,,
"LAYENBERGER vanilės skonio vaflinis baltyminis batonėlis, be cukraus, 3x40g",Layenberger,GIN,39175,LT,,,
"LAYENBERGER kokosų ir migdolų skonio vaflinis baltyminis batonėlis, be cukraus, 3x40g",Layenberger,GIN,39176,LT,,,
"LAYENBERGER kavos skonio baltyminis batonėlis, be cukraus, 3x35g",Layenberger,GIN,39178,LT,,,
"LAYENBERGER mangų ir apelsinų skonio baltyminis batonėlis, be cukraus, 3x35g",Layenberger,GIN,39179,LT,,,
"LAYENBERGER kokoso ir migdolų skonio baltyminis batonėlis, be cukraus, 3x35g",Layenberger,GIN,39180,LT,,,
"LAYENBERGER šokolado ir lazdyno riešutų skonio baltyminis batonėlis, be cukraus, 3x35g",Layenberger,GIN,39181,LT,,,
Libellys Dermo-Sensitive sauskelnės XL (9-20 kg) 46 Vnt.,Libellys,GIN,34310,LT,,,
"Mother-K PPSU gertuvė su silikoniniu šiaudeliu, raudona, 300ml.",Mother-K,GIN,34952,LT,,,
"Avižiniai pilno grūdo"" ekologiški sausainiai FLEUR ALPINE, nuo 9 mėnesių, 120 g",Fleur Alpine,GIN,39847,LT,,,
"Džiovintų slyvų"" ekologiška tyrelė FLEUR ALPINE, nuo 4 mėnesių, 90 g x 6",Fleur Alpine,GIN,30466,LT,,,
"Belgiški su šokolado gabaliukais"" ekologiški sausainiai FLEUR ALPINE, nuo 3 metų, 150 g",Fleur Alpine,GIN,30444,LT,,,
"Obuolių-apelsinų marmeladas"" ekologiški sausainiai FLEUR ALPINE, visai šeimai, 150 g",Fleur Alpine,GIN,31826,LT,,,
"BUBI ekologiška GERTUVĖ, pilka, susukama, 650 ml",Bubi,GIN,29692,LT,,,
"Ziaja ožkų pieno maitinamasis naktinis kremas, 75 ml",Ziaja,GIN,34539,LT,,,
"TOPNATUR Low Carb pienišku šokoladu aplietas kokosinis batonėlis, be cukraus ir glitimo, 3x40g",Topnatur Low Carb,GIN,36788,LT,,,
"TOPNATUR Low Carb kokosinis batonėlis su avietėmis, be cukraus ir glitimo, 3x40g",Topnatur Low Carb,GIN,36786,LT,,,
"TOPNATUR Low Carb kokosinis batonėlis su apelsinais, be cukraus ir glitimo, 3x40g",Topnatur Low Carb,GIN,36787,LT,,,
"TOPNATUR Low Carb riešutinė košė su migdolais, be cukraus ir glitimo, 60g",Topnatur Low Carb,GIN,36791,LT,,,
"TOPNATUR Low Carb riešutinė košė su kokosu, be cukraus ir glitimo, 60g",Topnatur Low Carb,GIN,36792,LT,,,
"TOPNATUR Low Carb duonos kepimo mišinys, be glitimo, 150g",Topnatur Low Carb,GIN,36794,LT,,,
"Golden Rose Romance blakstienų tušas, 12ml",GOLDEN ROSE,GIN,37470,LT,,,
"""BIO Innovation"" Ekologiškos Intymios higienos gelis, 150ml",BIO Innovation,GIN,38135,LT,,,
"""BIO Innovation"" Ekologiškos Dušo putos, 250ml",BIO Innovation,GIN,38134,LT,,,
"YOPE Natūralus Maitinantis Kūno Sviestas ROŽĖ IR BOSVELIJA, 200ml.",yope,GIN,39467,LT,,,
"LAYENBERGER spanguolių likerio skonio baltyminis batonėlis, be cukraus, 3x35g",Layenberger,GIN,39182,LT,,,
"Golden Rose Romance lūpų daž. Matte 4,5ml, Nr. 15",GOLDEN ROSE,GIN,37465,LT,,,
"Golden Rose Romance lūpų daž. Matte 4,5ml, Nr. 18",GOLDEN ROSE,GIN,37466,LT,,,
"LIFEPLAN GARCINIA COMBOGIA COMPLEX, 90 kapsulių",Lifeplan,GIN,20398,LT,,,
"YOPE Plaukų aliejukas 3in1 ""Rytietiškas sodas"", 100ml.",yope,GIN,35229,LT,,,
"HORTUS FRATRIS kremas rankoms su migdolais ir hamameliu, 75 ml",Hortus Fratris,GIN,35237,LT,,,
"HORTUS FRATRIS skystis intymiai higienai su hamameliu, 500ml",Hortus Fratris,GIN,35241,LT,,,
"HORTUS FRATRIS skystis intymiai higienai su hamameliu, 250ml",Hortus Fratris,GIN,35243,LT,,,
"HORTUS FRATRIS BIO tonizuojamasis paakių kremas su žaliosios kavos ekstraktu, 30ml",Hortus Fratris,GIN,35261,LT,,,
"HORTUS FRATRIS BIO drėkinamasis kremas su salotų ekstraktu, 50ml",Hortus Fratris,GIN,35259,LT,,,
"HORTUS FRATRIS BIO maitinamasis kremas nuo raukšlių (antikuperozinis) su artišokų ekstraktu, 50ml",Hortus Fratris,GIN,35260,LT,,,
"YOPE Natūralus kondicionierius ""Avižų pienas"", 170ml.",yope,GIN,38871,LT,,,
"Yope natūralus rankų ir kūno losjonas ""VANILĖ IR CINAMONAS"", 250ml.",yope,GIN,39462,LT,,,
"YOPE natūralus drėkinantis skystas muilas ""VANILĖ IR CINAMONAS"", 250ml.",yope,GIN,39460,LT,,,
Pudra Golden Rose moistur. found.35ml Nr.07,GOLDEN ROSE,GIN,36025,LT,,,
Pudra Golden Rose moistur. found.35ml Nr.04,GOLDEN ROSE,GIN,36024,LT,,,
Pudra Golden Rose moistur. found.35ml Nr.02,GOLDEN ROSE,GIN,36022,LT,,,
K-MOM drėkinamasis bekvapis kremas kūdikiams ir vaikams (120 ml),K-MOM,GIN,34074,LT,,,
"huangjisoo taukmedžio sviesto maitinamoji lakštinė veido kaukė, 1 vnt.",huangjisoo,GIN,34188,LT,,,
"huangjisoo brokolių putlinamoji lakštinė veido kaukė, rinkinys 5 vnt.",huangjisoo,GIN,34201,LT,,,
"huangjisoo taukmedžio sviesto maitinamoji lakštinė veido kaukė, rinkinys, 5 vnt.",huangjisoo,GIN,34204,LT,,,
K-MOM kelioninis kūno priežiūros rinkinys (3 produktai),K-MOM,GIN,34060,LT,,,
"tntn moms antklodė nuo spinduliavimos, rausvos spalvos",tntn moms,GIN,36492,LT,,,
tntn moms marga antklodė nuo spinduliavimo,tntn moms,GIN,36494,LT,,,
"K-MOM vaikiška dantų pasta su fluoru (500 ppm, vynuogių skonio)",K-MOM,GIN,35215,LT,,,
"ACAPPELLA NATURALS eterinių aliejų mišinys ENERGIZE, 10 ml",Acappella Naturals,GIN,32280,LT,,,
"Eterinių aliejų mišinys aromaterapijai ,,Bergamotė- Laimas 10ml.",Aromatika,GIN,34449,LT,,,
"BUBI ekologiška GERTUVĖ, žalia, susukama, 414 ml",Bubi,GIN,29693,LT,,,
"BUBI ekologiška GERTUVĖ, tamsiai žalia, susukama, 414 ml",Bubi,GIN,29615,LT,,,
"BUBI ekologiška GERTUVĖ, žalia, susukama, 650 ml",Bubi,GIN,29621,LT,,,
"BUBI ekologiška GERTUVĖ, rožinė, susukama, 650 ml",Bubi,GIN,29623,LT,,,
"Cosmepick kūno kremas su makadamijų riešutais, Perfect body, 150 ml",Cosmepick,GIN,33125,LT,,,
"PHARMA OIL veido serumas, hialuronas, 1vnt.",Pharma Oil,GIN,34992,LT,,,
K-MOM vaikiška dantų pasta su fluoru (500 ppm),K-MOM,GIN,34075,LT,,,
K-MOM vaikiška dantų pasta be fluoro,K-MOM,GIN,34076,LT,,,
"Yope natūralus rankų ir kūno losjonas ""FIGŲ MEDIS"", 250ml.",yope,GIN,39463,LT,,,
"huangjisoo brokolių putlinamoji lakštinė veido kaukė, 1 vnt.",huangjisoo,GIN,34184,LT,,,
Mother-K Pucoco sulankstomos vonelės įklotas,Mother-K,GIN,39660,LT,,,
K-MOM organiškos drėgnos servetėlės su dangteliu PREMIUM (100 vnt.),K-MOM,GIN,34011,LT,,,
"TRIPLIXAM, 10 mg/2,5 mg/5 mg, plėvele dengtos tabletės, N30",,GIN,27478,LT,,,
"K-MOM vaikiška dantų pasta su fluoru (500 ppm, vynuogių skonio,15g.)",K-MOM,GIN,35390,LT,,,
"Cosmepick kūno šveitiklis su greipfruktais ir imbieru Slim Body, 200 ml",Cosmepick,GIN,33133,LT,,,
"HORTUS FRATRIS BIO drėkinamasis serumas su pankolių ekstraktu, 15ml",Hortus Fratris,GIN,35262,LT,,,
"ROYAL GREEN BIO KOKOSŲ GHI, 325 ml",ROYAL GREEN,GIN,29114,LT,,,
K-MOM drėgnos servetėlės 6 x 100 vnt. pakuotė (specialus pasiūlymas),K-MOM,GIN,35145,LT,,,
Maskuoklis Golden Rose HD High Definition Nr. 03,GOLDEN ROSE,GIN,37406,LT,,,
"HORTUS FRATRIS micelinis vanduo veidui, 200ml",Hortus Fratris,GIN,35219,LT,,,
"HORTUS FRATRIS įdegį skatinantis aliejus, 200ml",Hortus Fratris,GIN,35267,LT,,,
"HORTUS FRATRIS apsauginis kremas nuo saulės veidui SPF 30, 50ml",Hortus Fratris,GIN,35269,LT,,,
"HORTUS FRATRIS apsauginis kremas nuo saulės SPF 50, 200ml",Hortus Fratris,GIN,35266,LT,,,
"HORTUS FRATRIS apsauginis kremas nuo saulės veidui SPF 50, 50ml",Hortus Fratris,GIN,35270,LT,,,
"HORTUS FRATRIS apsauginis kremas nuo saulės SPF 30, 200ml",Hortus Fratris,GIN,35265,LT,,,
"HORTUS FRATRIS BIO švelnus valomasis gelis veidui su agurkų ekstraktu, 200ml",Hortus Fratris,GIN,35263,LT,,,
"Eterinių aliejų mišinys aromaterapijai ,,Levanda-Pačiulis 10ml.",Aromatika,GIN,34447,LT,,,
"Eterinių aliejų mišinys aromaterapijai ,,Cinamonas- Apelsinas 10ml.",Aromatika,GIN,34450,LT,,,
"Eterinių aliejų mišinys aromaterapijai ,, Rožmedis-Greipfrutas 10ml",Aromatika,GIN,34453,LT,,,
"Eterinių aliejų mišinys aromaterapijai ,,Mėta- Citrina 10ml.",Aromatika,GIN,34448,LT,,,
"Eterinių aliejų mišinys aromaterapijai ,,Kedras-Pušis 10ml",Aromatika,GIN,34454,LT,,,
"Eterinių aliejų mišinys aromaterapijai ,,Vanilė- mandarinas 10ml.",Aromatika,GIN,34452,LT,,,
"Eterinių aliejų mišinys aromaterapijai ,,Kėnis- Eukaliptas 10ml",Aromatika,GIN,34451,LT,,,
"Eterinių aliejų mišinys aromaterapijai ,,Ylang Ylang- Citrinžolė 10ml.",Aromatika,GIN,34455,LT,,,
"YOPE Natūrali dušo želė, ""Jonažolė"", 400ml.",yope,GIN,34928,LT,,,
"HORTUS FRATRIS apsauginis kremas nuo saulės SPF 20, 200ml",Hortus Fratris,GIN,35264,LT,,,
Casmara Rose D-Tox Super Concentrate/Super koncentratas 30ml,Casmara,GIN,35130,LT,,,
"NASARA kineziologinis teipas, mėlynos spalvos, 7,5 cm x 5 m, 1 vnt.",NASARA,GIN,33011,LT,,,
Juliette Armand Serumas su keramidu 20ml,Juliette Armand,GIN,37148,LT,,,
"YOPE Natūralus šampūnas su Avižų pienu, 300ml.",yope,GIN,38868,LT,,,
"DRIU BEAUTY Masažinė žvakė, 170 g",Driu Beauty,GIN,33465,LT,,,
"NORDAID Q10 SPRAY, išspaudžiamas (gelis) Ubiquinol Q10, 50 paspaudimų, 50ml",Nordaid,GIN,32938,LT,00000000000000,,
"Mother-K 3-jų dalių Vaikų nagų priežiūros rinkinys, nuo 0 mėn. amžiaus",Mother-K,GIN,34115,LT,8809323130447,,
"VERNAGEL Skysčius absorbuojantys milteliai, 100vnt.",VERNACARE,GIN,30517,LT,8002390401322,,
"Ortodontinis silikoninis čiulptukas vaistams, 0-6 mėn.",REER,GIN,19974,LT,4013283026915,,
"PHARMA OIL antibakterinė rankų želė, alavijas, 50ml.",Pharma Oil,GIN,34994,LT,47731479,,
"Waterclouds šviečiamasis šampūnas, Botanical, 200ml",Waterclouds,GIN,34275,LT,7350020923678,,
YOPE Kelioninės higienos priemonių rinkinys (40 ml. x 4vnt.),yope,GIN,36668,LT,5900168902268,,
"PHARMA OIL antibakterinė rankų želė, žalioji citrina, 50ml.",Pharma Oil,GIN,34995,LT,47731486,,
"PHARMA OIL lūpų balzamas, papaya, 1vnt.",Pharma Oil,GIN,34991,LT,47753334,,
"VITA LIBERATA PIRŠTINĖ ĮDEGIUI PADENGTI, N1",VITA LIBERATA,GIN,29135,LT,5060370106943,,
Sebamed losjonas kūnui 200ml,Sebamed,GIN,30980,LT,3006394,,
"huangjisoo britiškos rožės drėkinamoji lakštinė veido kaukė, 1 vnt.",huangjisoo,GIN,34190,LT,8809353930468,,
"huangjisoo britiškos rožės drėkinamoji lakštinė veido kaukė, rinkinys, 5 vnt.",huangjisoo,GIN,34203,LT,8809353930475,,
"PHARMA OIL alginatinė veido kaukė, rejuvenate, 20g",Pharma Oil,GIN,34989,LT,4772140001068,,
"YOPE Serumas su Jūros Dumbliais ir Hialurono Rūgštimi, 30ml.",yope,GIN,35226,LT,5903760200343,,
K-MOM Zero Dust rankų muilas vaikams (putų konsistencijos),K-MOM,GIN,34119,LT,8809323137620,,
Rozmarinų vandens hidrolatas (su purkštuvu) 100ml.,Aromatika,GIN,34446,LT,4820031053051,,
"PHARMA OIL namų kvapas, story of lily , 100ml.",Pharma Oil,GIN,34998,LT,4772140000832,,
"PHARMA OIL namų kvapas, white flowers, 100ml.",Pharma Oil,GIN,35000,LT,4772140000856,,
"PHARMA OIL namų kvapas, garden of eden, 100ml.",Pharma Oil,GIN,34999,LT,4772140000849,,
"BLOCTIL, 100 mg, kietosios kapsulės, N10",,GIN,41200,LT,"4779028552360 ",,
"Mother-K Žindukas (PPSU / Basic/ Greito paruošimo) buteliukui, 2 vnt., L dydis, nuo 8 mėn.",Mother-K,GIN,40035,LT,8809323132540,,
"GRENADE CARB KILLA BAR, baltyminiai batonėliai, meduolių skonio, 12 x 60 g",Grenade,GIN,29153,LT,5060221204910,,
"YOPE Paakių Kremas su Putonių sėklų aliejumi ir veganišku taurinu, 15ml",yope,GIN,36608,LT,5903760200329,,
tntn moms Natūrali greipfrutų dantų pasta,tntn moms,GIN,34122,LT,8809700360184,,
"Mother-K mamos pieno saugojimo maišeliai, 180 ml., 50 vnt.",Mother-K,GIN,34199,LT,8809323137446,,
"BIAKS VITAMIN GUM kramtomoji guma, 10 vnt",BIAKS,GIN,36648,LT,768563164757,,
"BIAKS DETOX GUM kramtomoji guma, 10 vnt",BIAKS,GIN,36647,LT,615435427379,,
"BIAKS NO STRESS GUM kramtomoji guma, 10 vnt",BIAKS,GIN,36646,LT,615435427362,,
"GRENADE CARB KILLA BAR, baltyminiai batonėliai, juodo, mėtinio šokolado skonio, 12 x 60 g",Grenade,GIN,29156,LT,5060221201841,,
"YOPE natūralus virtuvės rankų muilas 500ml., Parsley",yope,GIN,38863,LT,5900168902671,,
"Yope WOOD Šampūnas su Alyvmedžiu, 300ml.",yope,GIN,35183,LT,5900168907683,,
"VITADAY KALIO CHLORIDAS, 60 kapsulių (galioja iki 2023.05.31)",VitaDay,GIN,35334,LT,5905919046451,,
"VITADAY VITAMINAS C 200 MG, 50 tablečių (galioja iki 2023.05.31)",VitaDay,GIN,35345,LT,5905919046444,,
MOTHER-K Silikoninis šaukštelis (2 vnt.),Mother-K,GIN,34101,LT,8809323138429,,
K-MOM vienkartiniai seilinukai (20 vnt.),K-MOM,GIN,34099,LT,8809323132762,,
"EQUILIBRA CREATINA, kreatinas 200 g",Equilibra,GIN,36659,LT,8000137001057,,
"HEORSHE apvalių čiulptukų rinkinys , BALTA, 2 vnt.",heorshe,GIN,39148,LT,6301289193990,,
"PHARMA OIL namų kvapas, scheherazade story, 100ml.",Pharma Oil,GIN,35003,LT,4772140000870,,
"EQUA gertuvė FLAMINGO 400 ml, 1 vnt.",EQUA,GIN,38166,LT,3830054689893,,
"EQUA gertuvė RHINO 600 ml, 1 vnt.",EQUA,GIN,38183,LT,3830054689886,,
"EQUA gertuvė SAFARI 600 ml, 1 vnt.",EQUA,GIN,38182,LT,3830054680494,,
NOW NAC 600mg 100 Veg. Kapsulių,NOW Foods,GIN,33520,LT,733739000859,,
"PHARMA OIL alginatinė veido kaukė, purifying, 20g",Pharma Oil,GIN,34988,LT,4772140001051,,
"Mother-K PPSU gertuvė su silikoniniu šiaudeliu, rožinė, 300ml.",Mother-K,GIN,34951,LT,8809323134803,,
"Mother-K Silikoninio buteliuko žindukai, SS (0-2 Mėn.)",Mother-K,GIN,38851,LT,8809323138627,,
"YOPE WOOD Stiprinantis Šampūnas su gvajoku, 300ml",yope,GIN,36741,LT,5900168907690,,
tntn moms Natūrali Rooibos dantų pasta,tntn moms,GIN,34121,LT,8809700360054,,
Baboo buteliukų Šepetys trys viename,Baboo,GIN,38286,LT,5057778043024,,
"LIFEPLAN COQ10, 30 mg, kofermentas Q10, 30 kapsulių",Lifeplan,GIN,24895,LT,5019205001588,,
"LIFEPLAN CINKAS, 10 mg, cinko gliukonatas, 100 tablečių",Lifeplan,GIN,20387,LT,5019205000475,,
