title,manufacturer,source,source_id,country_code,barcode,composition,description
TotHema geriamasis tirpalas 10ml ampulėse N20,,APO,pmm0183190lt,LT,,,
Ricinos aliejus Valentis geriamasis skystis 50ml,,APO,pmm0183597lt,LT,,,
"OMRON kraujospūdžio matuoklis RS4, N1",,APO,pmm0191592lt,LT,,,
"Tears Naturale 3mg/1mg/ml akių lašai, tirpalas 15ml",,APO,pmm0183490lt,LT,,,
"ORLIMAN antpirštis GL-105, S dydis, N1",,APO,pmm0200019lt,LT,,,
Ypsiloheel N tabletės N50,,APO,pmm0183243lt,LT,,,
"WELLAWARE GREEN TEA + TURMERIC, 60 tablečių",,APO,pmm0203588lt,LT,,,
"FILORGA intensyviai drėkinantis veido kremas HYDRA-FILLER, 50ml",,APO,pmm0191311lt,LT,,,
"SINGCLEAN greitasis COVID-19 antigeno testas iš seilių, N1",,APO,pmm0207686lt,LT,,,
"MANILLA mišrios odos prausiklis UNISON, 150ml",,APO,pmm0209406lt,LT,,,
"CURASEPT stiprinantis dantų gelis BIOSMALTO, 50ml",,APO,pmm0214669lt,LT,,,
"CURAPROX dantų šepetėlių rinkinys CS 5460 ULTRA SOFT, N3",,APO,pmm0210684lt,LT,,,
Pharmaceris A SENSI-ACTI mask drėk. hidrogelio lakšt. kaukė j/od N1,,APO,pmm0201597lt,LT,,,
Pharmaceris N CAPI-ACTI mask paraud. maž. hidrogelio lakšt. kauk. N1,,APO,pmm0201598lt,LT,,,
Bioglan Collagen guminukai N60,,APO,pmm0204559lt,LT,,,
MANILLA Unison energizuojanti veido emulsija 30ml,,APO,pmm0198964lt,LT,,,
MANILLA Unison harmonizuojantis veido serumas 30ml,,APO,pmm0200932lt,LT,,,
SESDERMA PROMO rinkinys Hidraderm + Dryses,,APO,pmm0210812lt,LT,,,
Fito Uro arbata 1.5g N20 Emili,,APO,pmm0193939lt,LT,,,
"GOOD MOOD tropinė drėkinamamoji dušo želė EXOTIC CODE, 400ml",,APO,pmm0204008lt,LT,,,
"Escapelle 1,5mg tab. N1 (LI)",,APO,pmm0203263lt,LT,,,
Hydrocortizon 10mg/g gelis 10g N1,,APO,pmm0181870lt,LT,,,
Lomexin 2% odos purškalas 30ml N1,,APO,pmm0180553lt,LT,,,
Olfen 10 mg/g gelis 50 g N1,,APO,pmm0183216lt,LT,,,
Pirantelis Medana 250mg/5ml susp.15ml N1,,APO,pmm0179653lt,LT,,,
Nux Vomica-Homaccord lašai 30ml N1,,APO,pmm0183242lt,LT,,,
Tropex 50mg/ml lašai ausims 10ml N1,,APO,pmm0183524lt,LT,,,
"EMILI arbata FITO CHOLO TEA, 1,5g x 20vnt",,APO,pmm0194114lt,LT,,,
"Artelac 3,2mg/ml akių lašai 10ml N1",,APO,pmm0183532lt,LT,,,
Efferalgan 30mg/ml geriamasis tirpalas vaikams 90ml,,APO,pmm0179592lt,LT,,,
Dentokind tab. N150,,APO,pmm0181008lt,LT,,,
Flavamed 60mg šnypš.tab. N10,,APO,pmm0180547lt,LT,,,
Flavamed 30mg/5ml ger.tirp. 100ml N1,,APO,pmm0181646lt,LT,,,
Fluditec 50mg/ml sir.125ml N1,,APO,pmm0183229lt,LT,,,
Prostamol Uno caps. N30,,APO,pmm0183480lt,LT,,,
Fluditec 20mg/ml sir.125ml N1,,APO,pmm0183230lt,LT,,,
Dolmen 25mg geriamasis tirpalas paketėlyje 10ml N10,,APO,pmm0193988lt,LT,,,
Kamparas Valentis 100mg/ml tirp. 80ml N1,,APO,pmm0184019lt,LT,,,
Pharmaceris M Foliacti kr. saugantis nuo strijų 150ml,,APO,pmm0181117lt,LT,,,
Lamisil 10mg/g kremas 15g,,APO,pmm0179756lt,LT,,,
Lomexin 600mg ovul. N1,,APO,pmm0183507lt,LT,,,
Panadol optizorb 500mg plėvele dengtos tabletės N12,,APO,pmm0191782lt,LT,,,
Ecovag supp.N10,,APO,pmm0193418lt,LT,,,
Hepeel tab.N50,,APO,pmm0183238lt,LT,,,
Betadine 100mg/ml odos tirp. 1000ml N1,,APO,pmm0193723lt,LT,,,
Ibugard 200mg caps. N10,,APO,pmm0181834lt,LT,,,
"GOOD MOOD šampūnas sausiems ir pažeistiems plaukams HEMP CODE, 400ml",,APO,pmm0203995lt,LT,,,
Influcid tab. N40,,APO,pmm0191552lt,LT,,,
Bronchalis Heel tab. N50,,APO,pmm0183226lt,LT,,,
Ibugard 125mg supp. N10,,APO,pmm0206421lt,LT,,,
Prostamol Uno caps. N60,,APO,pmm0180130lt,LT,,,
"Carsil  22,5mg tab. N80",,APO,pmm0183614lt,LT,,,
Cinnabsin N tab. N40,,APO,pmm0181469lt,LT,,,
Carsil 110mg caps. N30,,APO,pmm0181497lt,LT,,,
Gripp-Heel tab. N50,,APO,pmm0179744lt,LT,,,
Engystol tab. N50,,APO,pmm0183231lt,LT,,,
Neurexan tab. N50,,APO,pmm0181244lt,LT,,,
Vertigoheel tab. N50,,APO,pmm0179743lt,LT,,,
Spascupreel tab. N50,,APO,pmm0183262lt,LT,,,
Metadoxil 500mg tab. N10,,APO,pmm0183646lt,LT,,,
"Tabex 1,5mg tab. N100",,APO,pmm0180260lt,LT,,,
Umckalor 20mg tab. N15,,APO,pmm0181802lt,LT,,,
Thrombo ASS 50mg tab. N100,,APO,pmm0183435lt,LT,,,
Zeel T tab. N50,,APO,pmm0179745lt,LT,,,
Zyrtec 10mg tab. N10,,APO,pmm0180442lt,LT,,,
Bromhexin Berlin-chemie 8mg tab. N25,,APO,pmm0179570lt,LT,,,
Dolmen 25mg tab. N10,,APO,pmm0183591lt,LT,,,
Piascledine 300mg caps. N30,,APO,pmm0182109lt,LT,,,
"Pedeks 4,135mg/ml odos tirp. 60ml N1",,APO,pmm0179717lt,LT,,,
Tonsilotren tab. N40,,APO,pmm0181534lt,LT,,,
"MANILLA natūralus pipirmėčių eterinis aliejus PASVEIK ODORE, 10ml",,APO,pmm0201738lt,LT,,,
Calcigran Forte Lemon 500mg/800TV kramtomosios tabletės N60,,APO,pmm0181536lt,LT,,,
Kreon 10000V 150mg skrandyje neirios kietosios kapsulės N20 lizdinė pl,,APO,pmm0186179lt,LT,,,
Dr. Theiss Husticum 50mg/g sirupas 100ml,,APO,pmm0183330lt,LT,,,
Helixicum 1.54mg/ml sirupas 100ml,,APO,pmm0203565lt,LT,,,
"Dr.Browns šepetėlis buteliukams plauti, mėl. N1",,APO,pmm0210416lt,LT,,,
GINKOMED 1ml/ml geriamasis tirpalas 100ml,,APO,pmm0183647lt,LT,,,
Magnerot 500mg tab. N50,,APO,pmm0183426lt,LT,,,
Espumisan 40mg caps. N25,,APO,pmm0184040lt,LT,,,
"EUCERIN Anti-Pigment dėmkių korektorius, 5ml",,APO,pmm0207838lt,LT,,,
Lioton 1000 Gel 1000UI/g 100g N1,,APO,pmm0179969lt,LT,,,
"Voltaren Emulgel 23,2mg/g gel 150g N1",,APO,pmm0181666lt,LT,,,
Lioton 1000 Gel 1000UI/g 50g N1,,APO,pmm0180552lt,LT,,,
Upsarin C šnypščiosios tabletės N20,,APO,pmm0183494lt,LT,,,
"HARTMANN drėgnas tvarstis HYDROCLEAN PLUS CAVITY 4 cm, N10",,APO,pmm0172538lt,LT,,,
"HARTMANN kalcio alginato tvarstis SORBALGON, 5 x 5cm, N10",,APO,pmm0172662lt,LT,,,
"HARTMANN absorbuojantis tvarstis ZETUVIT E 10 x 10cm, N25",,APO,pmm0172488lt,LT,,,
"MICROLET lancetai (adatėlės), N200",,APO,pmm0171693lt,LT,,,
Faringosept 10mg past. N20,,APO,pmm0184058lt,LT,,,
"HUMER nosies gleivių aspiratoriaus antgaliai, 20vnt",,APO,pmm0201160lt,LT,,,
Dolmen 25mg gran.tirp. N10,,APO,pmm0180893lt,LT,,,
Photoderm MAX Brume Solaire SPF30+ 150ml,,APO,pmm0199952lt,LT,,,
Sympathyl plėvele dengtos tabletės N40,,APO,pmm0183979lt,LT,,,
"BABE purškiamas apsauginis losjonas vaikams PEDIATRIC SPF 50+, 200ml",,APO,pmm0171801lt,LT,,,
"MANILLA natūralus eterinis aliejus YLANG YLANG SPINDĖK ODORE, 10ml",,APO,pmm0201740lt,LT,,,
Zeel T tepalas 50g,,APO,pmm0179741lt,LT,,,
Stoptussin tabletės N20,,APO,pmm0183516lt,LT,,,
"Allergodil 1mg/ml nosies purškalas, tirpalas 10ml",,APO,pmm0183313lt,LT,,,
"Furasol 1g gargalas, milteliai tirpalui N5",,APO,pmm0181350lt,LT,,,
"HARTMANN įklotai kasdieniai RIA SLIP PREMIUM NORMAL, 2 lašų, N20",,APO,pmm0172555lt,LT,,,
"URIAGE veido kaukė ROSELIANE, 40ml",,APO,pmm0182093lt,LT,,,
Dr.Browns Herringbone seilinukas - kaklaskarė su kramtuku N1,,APO,pmm0211147lt,LT,,,
"MANILLA natūralus rozmarinų eterinis aliejus SUSIKAUPK ODORE, 10ml",,APO,pmm0201743lt,LT,,,
"HARTMANN hig.vienkartiniai rakšluosčiai VALACLEAN EXTRA 30 x 33cm, N50",,APO,pmm0172636lt,LT,,,
Dr.Browns pirm. silik. Šaukštelis-kramtukas Vėžlys N1,,APO,pmm0211842lt,LT,,,
Dr.Browns indelis sausiems užkandžiams geltonas N1,,APO,pmm0211136lt,LT,,,
Phosphor-Homaccord geriamieji lašai 30ml,,APO,pmm0183415lt,LT,,,
"DOPPELHERZ AKTIV SPORT DIRECT mirkogranulės, 20 paketėlių",,APO,pmm0196294lt,LT,,,
Regulax kramtomosios tabletės N6,,APO,pmm0179655lt,LT,,,
"HARTMANN drėgnas tvarstis HYDROCLEAN ADVANCE 5.5cm, N10",,APO,pmm0172539lt,LT,,,
Myrtol (Gelomyrtol) 120mg skrandyje neirios kapsulės N20,,APO,pmm0183454lt,LT,,,
"Dr.Browns šepetėlis buteliukams plauti, rož. N1",,APO,pmm0210418lt,LT,,,
"CIZETA juosmens įtvaras su angora HWBAK0, L/XL dydis , N1",,APO,pmm0202804lt,LT,,,
Afrin 0.5mg/ml nosies purškalas (tirpalas) 15ml,,APO,pmm0181023lt,LT,,,
Paxeladine 2mg/ml sirupas 125ml + matavimo šaukštas,,APO,pmm0179706lt,LT,,,
"URGO neperšlampamas pleistras WASHABLE, N10",,APO,pmm0200078lt,LT,,,
"MANILLA švytėjimo suteikiantis aliejinis serumas MOMENTUM, 30ml",,APO,pmm0202443lt,LT,,,
Prospan 7mg/ml sir. 100ml N1,,APO,pmm0183210lt,LT,,,
Enterokind geriamieji lašai (tirpalas) 20ml,,APO,pmm0181007lt,LT,,,
Gingium 120mg tab. N60,,APO,pmm0180050lt,LT,,,
Helmintox 250mg tab. N3,,APO,pmm0179763lt,LT,,,
Acetilsalicilo r. Sanitas 500mg tab. N100,,APO,pmm0180036lt,LT,,,
"DEXCOM ONE fiksuojantis pleistras, N10",,APO,pmm0220152lt,LT,,,
ORLIMAN antpirštis GL-105 M dydis,,APO,pmm0202935lt,LT,,,
Calcigran 500mg/200TV orange tab. N100,,APO,pmm0183377lt,LT,,,
Dr.Browns indelis sausiems užkandžiams raudonas N1,,APO,pmm0211146lt,LT,,,
"Onytec 80mg/g vaist.nagų lakas 3,3ml N1",,APO,pmm0181614lt,LT,,,
"OAK MASKS respiratorius FFP2, 0M5 baltos spalvos, N1",,APO,pmm0213338lt,LT,,,
"HARTMANN tvarstis HYDROTAC 10 x 10cm, N10",,APO,pmm0192636lt,LT,,,
"MANILLA hialurono rūgšties serumas ampulėse MOMENTUM, 14vnt x 2ml",,APO,pmm0199175lt,LT,,,
Bisacodyl-Grindeks 5mg skrandyje neirios tabletės N40,,APO,pmm0179567lt,LT,,,
Calcigran Forte 500mg/400TV kramtomosios tabletės N60,,APO,pmm0183536lt,LT,,,
Salicilo rūgštis Valentis 1% odos tirpalas 40ml,,APO,pmm0195277lt,LT,,,
Ilon Abszess-Salbe tepalas 25g,,APO,pmm0179752lt,LT,,,
Tantum Rosa 500mg maiš.gran.tirp. N6,,APO,pmm0179963lt,LT,,,
"URIAGE universalus toninis  kremas ROSELIANE CC SPF30, 40ml",,APO,pmm0182092lt,LT,,,
Herz ASS-ratiopharm 100mg tab.N100,,APO,pmm0193916lt,LT,,,
Ibugard 60mg supp. N10,,APO,pmm0206422lt,LT,,,
Efferalgan 80mg supp. N10,,APO,pmm0183447lt,LT,,,
Iberogast geriamasis skystis 20ml,,APO,pmm0191418lt,LT,,,
Propolis MDF 300mg/ml skystas ekstraktas 30ml,,APO,pmm0183618lt,LT,,,
Paracetamolis Sanitas 500mg tab.N20,,APO,pmm0184061lt,LT,,,
Potassium iodide G.L. Pharma 65mg tabletės N20,,APO,pmm0191817lt,LT,,,
BioB prausiklis ir vonios putos BABY PREBIOTIC 300ml,,APO,pmm0230832lt,LT,,,
BioB šampūnas BABY PREBIOTIC 300ml,,APO,pmm0230829lt,LT,,,
BioB drėkiklis BABY PREBIOTIC 300ml,,APO,pmm0230837lt,LT,,,
ActaVit Nakvišų aliejus 1000mg kapsulės N60,,APO,pmm0183973lt,LT,,,
nicorette freshfruit 4mg vaistinė kramtoma guma N30,,APO,pmm0180142lt,LT,,,
Microlax tiesiosios žarnos tirpalas 5ml N12,,APO,pmm0183233lt,LT,,,
Panzynorm forte-N plėvele dengtos tabletės N10,,APO,pmm0194213lt,LT,,,
Nizoral 20mg/g šampūnas 60ml N1,,APO,pmm0183128lt,LT,,,
Betadine 100mg/ml odos tirp. 125ml N1 (LI),,APO,pmm0194151lt,LT,,,
Coldrex tabletės N24,,APO,pmm0180289lt,LT,,,
"CONTOUR gliukozės kiekio kraujyje stebėjimo sistema PLUS ONE, N1",,APO,pmm0171696lt,LT,,,
Fervex granulės geriamajam tirpalui suaugusiems N8,,APO,pmm0183252lt,LT,,,
Medetkų tinktūra Valentis 1ml/ml 40ml N1,,APO,pmm0183807lt,LT,,,
Dormikind tabletės N150,,APO,pmm0181009lt,LT,,,
Eucarbon Herbal 105mg/25mg/180mg tabletės N30,,APO,pmm0191297lt,LT,,,
Flavamed 15mg/5ml ger.tirp.100ml N1,,APO,pmm0181481lt,LT,,,
Rowatinex caps. N100,,APO,pmm0183640lt,LT,,,
Prospan 35mg/5ml geriamasis tirpalas 5ml N21,,APO,pmm0181022lt,LT,,,
Kalio permanganatas Valentis milteliai tirpalui 5g,,APO,pmm0199110lt,LT,,,
Bloctil 100mg caps. N10,,APO,pmm0200868lt,LT,,,
"Olynth 1mg/ml nosies purškalas, tirpalas 10ml",,APO,pmm0183290lt,LT,,,
Briliantinis žaliasis Valentis 10mg/ml odos tirpalas 10ml,,APO,pmm0179679lt,LT,,,
BioB odos losjonas CARE PREBIOTIC 300ml,,APO,pmm0230835lt,LT,,,
Eucerin pH5 rankų plovimo aliejus jautriai odai 250ml,,APO,pmm0207885lt,LT,,,
"CURAPROX dantų šepetėlis vaikams iki 5 metų BABY, N1",,APO,pmm0191178lt,LT,,,
"Essex Plus, kremas, 500 ml",,APO,pmm0224668lt,LT,,,
Calcigran 500mg/200TV orange tab. N30,,APO,pmm0183537lt,LT,,,
"DEXCOM ONE siųstuvas, N1",,APO,pmm0219419lt,LT,,,
Lamisil 10mg/g kremas 15g (LI),,APO,pmm0194632lt,LT,,,
Maalox 40mg+35mg/ml susp. 250ml N1,,APO,pmm0183131lt,LT,,,
Ambrolan 30mg tab. N20,,APO,pmm0179559lt,LT,,,
Venoruton 1000mg šnypš.tab. N15,,APO,pmm0183813lt,LT,,,
Venoruton forte 500mg tabletės N30,,APO,pmm0183161lt,LT,,,
Pharmatex 18.9mg ovulės N10,,APO,pmm0179765lt,LT,,,
Ferretab comp. pailginto atpalaidavimo kapsulės N30,,APO,pmm0183306lt,LT,,,
"HARTMANN drėgnas tvarstis HYDROCLEAN ADVANCE, 10 x 10cm, N10",,APO,pmm0172541lt,LT,,,
"HARTMANN trumpo tempimo tvarstis IDEALAST 8cm x 5m, N1",,APO,pmm0172604lt,LT,,,
"APOTHEKA Vitaminas C 100 mg, sodo uogų skonio, 100 kramtomųjų tablečių",,APO,pmm0174495lt,LT,,,
"BIODERMA purškalas niežtinčiai odai ATODERM SOS SPRAY, 200ml",,APO,pmm0182384lt,LT,,,
"FILORGA dvigubo poveikio veido šveitiklis SCRUB & DETOX, 50ml",,APO,pmm0191318lt,LT,,,
"BIODERMA šampūnas visiems plaukų tipams NODE FLUID, 400ml",,APO,pmm0182472lt,LT,,,
"SAFFRA MOOD, 30 kapsulių",,APO,pmm0182517lt,LT,,,
"URIAGE naktinis veido kremas AGE PROTECT MULTI-ACTION DETOX, 40ml",,APO,pmm0182545lt,LT,,,
"FILORGA drėkinamasis veido kremas HYDRA-FILLER MAT, 50ml",,APO,pmm0182556lt,LT,,,
"FILORGA  koncentruotos serumo ampulės su vitaminu C C-RECOVER, N3x10ml",,APO,pmm0182560lt,LT,,,
"APOTHEKA Kalcis + D3 + Magnis + Cinkas, N90",,APO,pmm0171654lt,LT,,,
"APOTHEKA nesterili medicininė vata, 50g",,APO,pmm0171665lt,LT,,,
"APOTHEKA vaistažolių arbata ASIŪKLIŲ ŽOLĖ, 15g",,APO,pmm0171680lt,LT,,,
"HEMPZ plaukų šampūnas SWEET PINEAPPLE & HONEY MELON, 265ml",,APO,pmm0191400lt,LT,,,
"VIRIDIAN 100% ORGANIC SCANDINAVIAN TROUT OIL, 200ml",,APO,pmm0195599lt,LT,,,
"HEMPZ plaukų kondicionierius-kaukė TRIPLE MOISTURE, 265ml",,APO,pmm0191405lt,LT,,,
"HEMPZ plaukų šampūnas TRIPLE MOISTURE, 265ml",,APO,pmm0191406lt,LT,,,
COLONWELL ENZY 400g,,APO,pmm0201108lt,LT,,,
"WELLAWARE ZINC BEAUTY, 120 tablečių",,APO,pmm0201110lt,LT,,,
"FLORAGYN makšties ovulės OVULI, N6",,APO,pmm0179814lt,LT,,,
"CECE MED šampūnas nuo plaukų slinkimo VITAMINS, 300ml",,APO,pmm0195606lt,LT,,,
"WELLAWARE VITAMIN B12 BOOST, 180 tablečių",,APO,pmm0201113lt,LT,,,
"WELLAWARE VITAMIN D3, 120 tablečių",,APO,pmm0201111lt,LT,,,
"WELLAWARE COLLAGEN DRINK TROPICAL, 250g miltelių",,APO,pmm0201115lt,LT,,,
"ESTHEDERM veido serumas su spirulina INTENSIVE SPIRULINE, 30ml",,APO,pmm0210259lt,LT,,,
"WELLAWARE BIOTIN BEAUTY, 240 tablečių",,APO,pmm0201116lt,LT,,,
"ESTHEDERM intensyvaus poveikio gelis-kremas su vitaminu C, 50ml",,APO,pmm0210260lt,LT,,,
"ESTHEDERM veido serumas su vitaminu E INTENSIVE VITAMINE E, 30ml",,APO,pmm0210261lt,LT,,,
"ESTHEDERM skaistinantis veido šveitiklis-kaukė, 75ml",,APO,pmm0210262lt,LT,,,
ESTHEDERM VITAL kremas 50ml,,APO,pmm0210263lt,LT,,,
ESTHEDERM OSMOPURE micelinis vanduo 200ml,,APO,pmm0210264lt,LT,,,
"ESTHEDERM kremas nuo pigmentinių dėmių PHOTO REVERSE, 50ml",,APO,pmm0210265lt,LT,,,
"VIRIDIAN ELDERBERRY EXTRACT+VITC, 100ml",,APO,pmm0201126lt,LT,,,
ESTHEDERM PURE SYSTEM koncentratas sutraukiantis poras 50ml,,APO,pmm0210269lt,LT,,,
"ESTHEDERM atkuriamasis serumas DERM REPAIR, 30ml",,APO,pmm0210272lt,LT,,,
"EUCERIN losjonas nuo saulės vaikams SENSITIVE PROTECT KIDS, SPF 50+",,APO,pmm0182837lt,LT,,,
"MANILLA gaivinantis dezodorantas HOMINEM, 50ml",,APO,pmm0195647lt,LT,,,
"NOREVA emolientas XERODIANE AP+, 200ml",,APO,pmm0210334lt,LT,,,
"SUPERFOODS kapsulės CROCUS, N30",,APO,pmm0182843lt,LT,,,
"NOREVA prausiamasis kremas sausai odai XERODIANE AP+, 500ml",,APO,pmm0210336lt,LT,,,
"EUCERIN purškiama dulksna nuo saulės SENSITIVE PROTECT, SPF 30, 200ml",,APO,pmm0182847lt,LT,,,
"ECO BY SONYA Savaiminio įdegio vanduo / tonikas FACE TAN WATER, 100ml",,APO,pmm0210347lt,LT,,,
"ECO BY SONYA purškiamas įdegio vanduo HEMPITAN, 140ml",,APO,pmm0210348lt,LT,,,
"BIODERMA šampūnas pleiskanojančiai galvos odai NODE DS+, 125ml",,APO,pmm0179999lt,LT,,,
"ACORUS BALANCE milteliai FIBER COLON DETOX, 180g",,APO,pmm0182937lt,LT,,,
"ETANCARE rankų dezinfekantas, 100ml",,APO,pmm0183044lt,LT,,,
"FILORGA koncentruotas paakių kremas TIME FILLER EYES, 15ml",,APO,pmm0195697lt,LT,,,
"TRX2 bio-aktyvus plaukų kondicionierius, 190ml",,APO,pmm0210489lt,LT,,,
Blistex Lip Relief cream SPF10 6g,,APO,pmm0183090lt,LT,,,
Pharmaceris E Emotopic drėkinamasis balzamas Koala 130ml,,APO,pmm0210497lt,LT,,,
"ACORUS BALANCE batonėliai su multivitaminais VITAMINUKAI, 5g x N14",,APO,pmm0210530lt,LT,,,
ŠVF NEURO guminukai vaikams 2.5g N60,,APO,pmm0210547lt,LT,,,
"ŠVF žolelių arbata GRIPOLIS VAIKAMS, 1.5g x N20",,APO,pmm0180145lt,LT,,,
Triovit kapsulės N30,,APO,pmm0180153lt,LT,,,
"CURAPROX tarpdančių šepetėlių laikiklis UHS 420, N1",,APO,pmm0210658lt,LT,,,
"MANILLA natūralus greipfrutų eterinis aliejus MĖGAUKIS ODORE, 10ml",,APO,pmm0201737lt,LT,,,
"MIRADENT vienkartinis dantų šepetėlis, impregnuotas dantų pasta, N1",,APO,pmm0210679lt,LT,,,
"MANILLA natūralus arbatmedžių eterinis aliejus APSISAUGOK ODORE, 10ml",,APO,pmm0201739lt,LT,,,
"MANILLA natūralus bergamočių eterinis aliejus PAILSĖK ODORE, 10ml",,APO,pmm0201741lt,LT,,,
"MANILLA natūralus dezodorantas ODORE, 50ml",,APO,pmm0195765lt,LT,,,
"BIONIKE serumas su retinoliu ir tokotrienoliais BOOST, 30ml",,APO,pmm0172032lt,LT,,,
"MANILLA rabarbarų kvapo prausimosi emulsija ODORE, 200ml",,APO,pmm0201785lt,LT,,,
"MANILLA vanilės ir riešutų kvapo prausimosi emulsija ODORE, 200ml",,APO,pmm0202721lt,LT,,,
SAPIENS Multivitaminai vaikams kramtomosios tabletės N60,,APO,pmm0210969lt,LT,,,
"DOPPELHERZ SYSTEM COENZYM Q10 100 + VITAMINE, 30 kapsulių",,APO,pmm0196290lt,LT,,,
"CIZETA alkūnės įtvaras su angora HWD176, N2",,APO,pmm0203141lt,LT,,,
"CERADICUPRA depiliacinis kremas bikini ir pažastų odai BR, 100ml",,APO,pmm0172175lt,LT,,,
"BIODERMA regeneruojamasis kremas CICABIO, 40ml",,APO,pmm0196441lt,LT,,,
"MANILLA šilkinis kūno sviestas ODORE, 150ml",,APO,pmm0203282lt,LT,,,
Lakišių žolė 40g Emili,,APO,pmm0191606lt,LT,,,
"LAZARTIGUE maitinamoji plaukų kaukė NOURISH LIGHT MASK, 250ml",,APO,pmm0191623lt,LT,3372290111924,,
"LAZARTIGUE intensyviai maitinantis šampūnas NOURISH SHAMPOO, 250ml",,APO,pmm0191626lt,LT,,,
"LAZARTIGUE šampūnas itin riebiai galvos odai PURIFY EXTRA, 250ml",,APO,pmm0191627lt,LT,,,
"URIAGE aliejinis balzamas XEMOSE, 500ml",,APO,pmm0196823lt,LT,,,
"CURAPROX kelioninis rinkinys TRAVEL SET, raudonas, N1",,APO,pmm0211272lt,LT,,,
"URIAGE drėkinamasis gelis EAU THERMALE GELEE, 40ml",,APO,pmm0196826lt,LT,,,
"CURAPROX elektrinio dantų šepetėlio galvutės HYDRASONIC PRO, N2",,APO,pmm0211274lt,LT,,,
"CURAPROX elektrinio dantų šepetėlio galvutės HYDROSONIC PRO, N2",,APO,pmm0211275lt,LT,,,
